Time (incorrect),Time,Date,FILE NAME,SITE NAME,FAULT CODE,TAL PC RFU,Barometer,CHLOROPHYLL RFU,Cond,Sp_Cond,TDS,Sal,nLFCond,Depth,Vertical_Position,Pressure,ODO,ODO.1,ODO.2,FDOM QSU,FDOM RFU,ORP,pH,pH.1,CABLE PWR V,BATTERY V,Temp,Turbidity,TSS,WIPER POSITION VOLT,,
9:03:51 PM,4:03:51 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.1,720.6,4.76,18.4,30.4,20,0.01,30.8,6.55,6.973,9.312,0,0,0,168.68,56.13,138.5,4.43,101.3,0,5.22,4.416,0.76,0,1.223,,
9:03:49 PM,4:03:49 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.09,720.6,4.01,17.9,29.4,19,0.01,29.8,6.382,6.771,9.073,0.1,0.02,0.1,167.67,55.8,147.8,4.43,101.4,0,5.22,4.435,0.67,0,1.223,,
9:03:47 PM,4:03:47 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.08,720.6,3.81,17.2,28.3,18,0.01,28.7,6.266,6.488,8.908,0.3,0.03,0.3,166.33,55.35,169.4,4.43,101.3,0,5.22,4.456,0.59,0,1.223,,
9:03:45 PM,4:03:45 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.09,720.6,3.71,16.8,27.6,18,0.01,28,6.085,6.235,8.65,0.4,0.05,0.4,165.51,55.07,172.6,4.44,101.2,0,5.21,4.476,0.56,0,1.223,,
9:03:43 PM,4:03:43 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.09,720.6,3.61,16.6,27.2,18,0.01,27.6,5.832,5.81,8.291,0.5,0.07,0.5,164.95,54.88,174.1,4.44,101.1,0,5.21,4.493,0.53,0,1.223,,
9:03:42 PM,4:03:42 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.09,720.6,3.56,16.4,26.9,18,0.01,27.3,5.732,5.628,8.149,0.7,0.09,0.7,164.39,54.7,180.5,4.44,101.1,0,5.21,4.519,0.5,0,1.223,,
9:03:40 PM,4:03:40 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.09,720.6,3.51,16.3,26.8,17,0.01,27.1,4.689,5.267,6.666,0.9,0.12,0.9,163.93,54.54,192.9,4.44,101.1,0,5.21,4.54,0.48,0,1.223,,
9:03:38 PM,4:03:38 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.09,720.6,3.49,16.3,26.7,17,0.01,27.1,4.62,5.055,6.568,1.1,0.14,1.1,163.68,54.46,194.3,4.44,101.1,0,5.21,4.562,0.48,0,1.223,,
9:03:36 PM,4:03:36 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.09,720.6,3.46,16.2,26.6,17,0.01,26.9,4.542,4.845,6.457,1.3,0.17,1.4,163.37,54.35,196.1,4.44,101,0,5.21,4.604,0.49,0,1.223,,
9:03:34 PM,4:03:34 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.09,720.6,3.45,16.2,26.5,17,0.01,26.8,4.461,4.833,6.342,1.5,0.2,1.6,163.1,54.26,197.6,4.44,101,0,5.21,4.667,0.5,0,1.223,,
9:03:32 PM,4:03:32 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.09,720.6,3.43,16.1,26.4,17,0.01,26.7,4.32,4.648,6.141,1.8,0.24,1.9,162.81,54.17,199.4,4.44,100.9,0,5.21,4.728,0.51,0,1.223,,
9:03:31 PM,4:03:31 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.1,720.6,3.41,16.1,26.2,17,0.01,26.6,4.226,4.428,6.008,2.2,0.28,2.3,162.44,54.04,203.8,4.44,100.9,0,5.21,4.821,0.52,0,1.223,,
9:03:29 PM,4:03:29 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.11,720.6,3.41,16.1,26.1,17,0.01,26.5,4.121,4.163,5.859,2.5,0.32,2.6,162.22,53.97,217.8,4.45,100.9,0,5.21,4.907,0.55,0,1.223,,
9:03:27 PM,4:03:27 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.12,720.6,3.39,16,25.9,17,0.01,26.3,4.105,4.101,5.835,2.9,0.37,3,162.06,53.91,219.8,4.45,100.8,0,5.21,5.03,0.57,0,1.223,,
9:03:25 PM,4:03:25 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.13,720.6,3.39,16,25.8,17,0.01,26.1,3.973,3.879,5.648,3.4,0.43,3.5,162.03,53.9,221.9,4.45,100.9,0,5.2,5.184,0.58,0,1.223,,
9:03:23 PM,4:03:23 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.13,720.7,3.4,16,25.6,17,0.01,26,3.737,3.704,5.313,3.8,0.49,4,162,53.89,223.2,4.45,100.8,0,5.2,5.302,0.58,0,1.222,,
9:03:22 PM,4:03:22 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.13,720.7,3.43,16,25.5,17,0.01,25.9,2.967,3.468,4.217,4.5,0.57,4.6,161.79,53.82,225,4.45,100.8,0,5.2,5.443,0.56,0,1.222,,
9:03:20 PM,4:03:20 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.13,720.7,3.46,16,25.4,17,0.01,25.8,2.885,3.303,4.102,5,0.63,5.2,161.45,53.71,226.7,4.45,100.8,0,5.2,5.533,0.56,0,1.222,,
9:03:18 PM,4:03:18 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.13,720.7,3.46,15.9,25.3,16,0.01,25.7,2.828,3.124,4.021,5.6,0.7,5.7,160.86,53.51,228.7,4.45,100.8,0,5.2,5.608,0.55,0,1.222,,
9:03:16 PM,4:03:16 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.14,720.7,3.48,15.9,25.3,16,0.01,25.6,2.788,2.852,3.964,5.9,0.74,6.1,160.73,53.47,232.2,4.45,100.8,0,5.22,5.678,0.57,0,1.222,,
9:03:14 PM,4:03:14 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.13,720.7,3.49,15.9,25.2,16,0.01,25.6,2.776,2.807,3.947,6.3,0.78,6.4,160.61,53.43,246.4,4.45,100.9,0,5.22,5.791,0.55,0,1.222,,
9:03:13 PM,4:03:13 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.12,720.7,3.51,16.1,25.4,16,0.01,25.8,2.767,2.782,3.934,6.7,0.84,6.9,160.59,53.42,248.6,4.45,101,0,5.22,5.882,0.55,0,1.222,,
9:03:11 PM,4:03:11 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.12,720.7,3.52,16.5,25.9,17,0.01,26.3,2.754,2.768,3.915,7.1,0.89,7.3,160.6,53.42,250.3,4.45,101.2,0,5.22,5.962,0.56,0,1.222,,
9:03:09 PM,4:03:09 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.11,720.7,3.52,16.9,26.5,17,0.01,26.9,2.723,2.738,3.871,7.7,0.95,7.9,160.56,53.41,253.3,4.45,101.3,0,5.22,6.113,0.56,0,1.222,,
9:03:07 PM,4:03:07 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.09,720.7,3.17,18.1,27.8,18,0.01,28.3,2.626,2.535,3.733,8.3,1,8.5,160.17,53.28,256.8,4.45,101.5,0,5.22,6.726,0.59,0,1.222,,
9:03:05 PM,4:03:05 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.09,720.4,3.62,19.3,28.2,18,0.01,28.7,2.353,2.275,3.345,8.9,1.03,9.1,159.4,53.02,260.3,4.46,102,0,5.25,8.444,0.6,0,1.222,,
9:03:04 PM,4:03:04 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.08,720.4,3.66,21.2,30.5,20,0.01,31.1,1.537,2.1,2.184,11.3,1.29,11.7,157.66,52.44,264,4.45,103.1,0,5.25,9.04,0.54,0,1.222,,
9:03:02 PM,4:03:02 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.08,720.4,3.67,22.8,32.1,21,0.01,32.6,1.42,1.91,2.019,16.3,1.83,16.8,155.09,51.57,272,4.44,103.8,0,5.25,9.756,0.49,0,1.222,,
9:03:00 PM,4:03:00 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.07,720.4,3.64,23.3,32.2,21,0.01,32.8,1.336,1.664,1.898,18,1.99,18.5,154.45,51.36,293.6,4.31,111.3,0,5.25,10.492,0.45,0,1.222,,
9:02:58 PM,4:02:58 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.06,720.4,3.52,23.4,30.9,20,0.01,31.4,1.241,1.458,1.763,20.6,2.18,21.2,152.7,50.77,293.4,4.15,121,0,5.25,12.406,0.4,0,1.222,,
9:02:56 PM,4:02:56 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.05,720.4,3.36,23.4,30.3,20,0.01,30.8,1.154,1.244,1.64,25.4,2.66,26.1,131.41,43.63,292.9,4.14,121.6,0,5.25,13.012,0.36,0,1.222,,
9:02:55 PM,4:02:55 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.05,720.7,3.28,22.7,29,19,0.01,29.5,1.087,1.144,1.544,33.2,3.4,34.2,123.7,41.05,292,4.15,121.5,0,5.25,13.516,0.3,0,1.222,,
9:02:53 PM,4:02:53 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.04,720.7,4.74,21.6,26.7,17,0.01,27.1,0.981,0.958,1.394,41.1,4.02,42.3,111.42,36.93,291.2,4.18,121.1,0,5.25,14.916,0.25,0,1.222,,
9:02:51 PM,4:02:51 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.03,720.7,3.42,20.5,24.4,16,0.01,24.7,0.819,0.781,1.162,51.5,4.97,53,106.4,35.24,290.5,4.26,117.2,0,5.25,16.655,0.22,0,1.222,,
9:02:49 PM,4:02:49 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.03,720.7,3.36,19.2,22.4,15,0.01,22.7,0.056,0.669,0.079,61.7,5.84,63.5,106.31,35.21,289.8,4.45,107.1,0,5.25,17.504,0.22,0,1.222,,
9:02:47 PM,4:02:47 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.03,720.7,3.23,18.7,21.3,14,0.01,21.5,0.023,0.502,0.033,73.5,6.82,75.7,90.79,30.01,289.3,4.46,106.8,0,5.25,18.641,0.21,0,1.222,,
9:02:46 PM,4:02:46 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.04,720.7,3.12,18.7,20.6,13,0.01,20.8,0.003,0.357,0.005,77.6,7.03,79.9,89.89,29.71,288.8,4.48,106.6,0,5.25,20.113,0.21,0,1.222,,
9:02:44 PM,4:02:44 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.03,720.7,3.01,18.8,20.7,13,0.01,20.8,-0.015,0.242,-0.021,81.3,7.36,83.7,89.55,29.59,288.3,4.48,106.5,0,5.25,20.24,0.22,0,1.222,,
9:02:42 PM,4:02:42 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.03,720.7,2.96,18.9,20.7,13,0.01,20.9,-0.029,0.163,-0.042,85.1,7.69,87.6,89.42,29.55,287.8,4.48,106.3,0,5.25,20.284,0.21,0,1.222,,
9:02:40 PM,4:02:40 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.03,720.7,2.91,18.9,20.8,13,0.01,20.9,-0.036,0.048,-0.051,85.1,7.7,87.6,89.34,29.52,287.5,4.48,106.2,0,5.25,20.277,0.2,0,1.222,,
9:02:38 PM,4:02:38 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.04,720.7,2.89,18.9,20.8,14,0.01,21,-0.038,-0.015,-0.054,84.6,7.67,87.1,89.32,29.51,287,4.49,106,0,5.25,20.219,0.2,0,1.222,,
9:02:36 PM,4:02:36 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.05,720.7,2.89,18.9,20.8,14,0.01,21,-0.039,-0.04,-0.055,84.3,7.64,86.7,89.31,29.51,286.8,4.49,105.9,0,5.26,20.161,0.19,0,1.222,,
9:02:35 PM,4:02:35 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.05,720.7,2.89,18.9,20.8,14,0.01,21,-0.039,-0.024,-0.056,83.8,7.62,86.3,89.35,29.52,286.4,4.49,105.8,0,5.26,20.072,0.19,0,1.222,,
9:02:33 PM,4:02:33 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.06,720.7,2.9,18.8,20.8,14,0.01,21,-0.04,-0.035,-0.057,83.5,7.61,86,89.32,29.51,286,4.49,105.7,0,5.26,19.968,0.18,0,1.222,,
9:02:31 PM,4:02:31 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.06,720.7,2.93,18.8,20.8,14,0.01,21,-0.041,-0.042,-0.058,83.3,7.59,85.7,89.37,29.53,285.7,4.49,105.7,0,5.26,19.882,0.18,0,1.222,,
9:02:29 PM,4:02:29 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.06,720.7,2.93,18.7,20.8,14,0.01,21,-0.04,-0.028,-0.057,82.9,7.57,85.3,89.44,29.55,285.3,4.49,105.5,0,5.26,19.789,0.17,0,1.222,,
9:02:27 PM,4:02:27 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.06,720.6,2.95,18.7,20.8,14,0.01,21,-0.042,-0.039,-0.059,82.7,7.56,85.1,89.51,29.58,285,4.49,105.4,0,5.26,19.718,0.17,0,1.222,,
9:02:26 PM,4:02:26 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.06,720.6,2.97,18.7,20.8,14,0.01,21,-0.042,-0.043,-0.06,82.6,7.56,85.1,89.6,29.61,284.7,4.49,105.3,0,5.26,19.684,0.18,0,1.222,,
9:02:24 PM,4:02:24 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.07,720.6,3,18.7,20.8,14,0.01,21,-0.043,-0.038,-0.061,82.5,7.56,85,89.67,29.63,284.3,4.5,105.2,0,5.26,19.644,0.17,0,1.222,,
9:02:21 PM,4:02:21 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.07,720.6,3.01,18.6,20.8,14,0.01,21,-0.043,-0.036,-0.061,82.3,7.55,84.7,89.8,29.67,283.9,4.5,105.1,0,5.26,19.594,0.19,0,1.222,,
9:02:20 PM,4:02:20 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.07,720.6,3.01,18.6,20.8,14,0.01,21,-0.044,-0.036,-0.062,82.1,7.54,84.6,89.86,29.69,283.6,4.5,105.1,0,5.26,19.566,0.2,0,1.222,,
9:02:18 PM,4:02:18 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.06,720.6,3.03,18.6,20.8,14,0.01,21,-0.045,-0.037,-0.064,82,7.53,84.4,89.92,29.72,283.3,4.5,105,0,5.26,19.531,0.21,0,1.222,,
9:02:16 PM,4:02:16 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.06,720.6,3.03,18.6,20.8,14,0.01,21,-0.046,-0.036,-0.065,81.8,7.52,84.3,90.03,29.75,282.9,4.5,104.9,0,5.26,19.509,0.21,0,1.222,,
9:02:14 PM,4:02:14 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.06,720.6,3.01,18.6,20.8,13,0.01,21,-0.047,-0.039,-0.066,81.7,7.51,84.2,90.15,29.79,282.5,4.5,104.8,0,5.26,19.482,0.22,0,1.222,,
9:02:13 PM,4:02:13 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.06,720.6,3.02,18.6,20.8,13,0.01,21,-0.047,-0.035,-0.067,81.7,7.51,84.1,90.25,29.82,282.2,4.5,104.7,0,5.26,19.467,0.23,0,1.222,,
9:02:11 PM,4:02:11 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.07,720.6,3.04,18.6,20.7,13,0.01,20.9,-0.048,-0.042,-0.068,81.7,7.51,84.1,90.35,29.86,281.7,4.51,104.5,0,5.26,19.456,0.23,0,1.222,,
9:02:09 PM,4:02:09 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.06,720.6,3.07,18.5,20.7,13,0.01,20.9,-0.048,-0.051,-0.069,81.7,7.51,84.1,90.47,29.9,281.4,4.51,104.4,0,5.26,19.454,0.23,0,1.222,,
9:02:07 PM,4:02:07 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.07,720.6,3.12,18.5,20.7,13,0.01,20.9,-0.049,-0.04,-0.069,81.9,7.53,84.3,90.61,29.94,281,4.51,104.2,0,5.26,19.468,0.22,0,1.222,,
9:02:06 PM,4:02:06 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.06,720.8,3.13,18.5,20.7,13,0.01,20.9,-0.049,-0.047,-0.07,82.1,7.54,84.5,90.7,29.98,280.7,4.52,104.1,0,5.27,19.488,0.2,0,1.222,,
9:02:04 PM,4:02:04 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.04,720.8,3.16,18.5,20.7,13,0.01,20.9,-0.049,-0.046,-0.07,82.2,7.55,84.7,90.83,30.02,280.2,4.52,104,0,5.27,19.528,0.19,0,1.222,,
9:02:02 PM,4:02:02 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.04,720.8,3.19,18.5,20.7,13,0.01,20.9,-0.05,-0.045,-0.07,82.3,7.55,84.8,90.9,30.04,279.9,4.52,103.8,0,5.27,19.572,0.18,0,1.222,,
9:02:00 PM,4:02:00 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.05,720.8,3.23,18.5,20.6,13,0.01,20.8,-0.05,-0.045,-0.071,82.5,7.55,84.9,91.02,30.08,279.4,4.52,103.7,0,5.27,19.645,0.19,0,1.222,,
9:01:59 PM,4:01:59 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.04,720.8,3.24,18.5,20.6,13,0.01,20.8,-0.05,-0.049,-0.071,82.6,7.54,85,91.11,30.11,279,4.53,103.5,0,5.27,19.714,0.17,0,1.222,,
9:01:57 PM,4:01:57 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.03,720.8,3.27,18.5,20.5,13,0.01,20.7,-0.05,-0.041,-0.071,82.7,7.54,85.2,91.19,30.14,278.4,4.54,103.2,0,5.26,19.826,0.17,0,1.222,,
9:01:55 PM,4:01:55 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.03,720.6,3.28,18.5,20.5,13,0.01,20.7,-0.051,-0.05,-0.072,82.8,7.53,85.3,91.21,30.15,278,4.54,102.8,0,5.26,19.917,0.17,0,1.222,,
9:01:53 PM,4:01:53 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.02,720.6,3.31,18.5,20.5,13,0.01,20.6,-0.051,-0.046,-0.072,82.9,7.52,85.4,91.21,30.15,277.3,4.55,102.4,0,5.26,20.058,0.17,0,1.222,,
9:01:51 PM,4:01:51 PM,6/5/2025,BoPro_48hr_06052025_4pm_KF_VW.bin,Default Site,4,0.03,720.6,3.33,18.5,20.4,13,0.01,20.6,-0.052,-0.048,-0.073,83,7.49,85.4,91.16,30.13,276.7,4.56,102,0,5.26,20.24,0.18,0,1.222,,
